Date,Patch,Blue,Red,Winner,Loser,Blue_Bans,Red_Bans,Blue_Picks,Red_Picks,Blue_Roster,Red_Roster,Length,Blue_Gold,Blue_Kills,Blue_Towers,Blue_Dragons,Blue_Barons,Blue_RiftHerald,Red_Gold,Red_Kills,Red_Towers,Red_Dragons,Red_Barons,Red_RiftHerald,Diff_Gold,Diff_Kills,Diff_Towers,Diff_Dragons,Diff_Barons,Diff_RiftHerald,Tournament,Match of the Season
2016-03-12,6.4,Renegades,Cloud9,red,,"Jhin, Twisted Fate, Lee Sin","Lulu, Kalista, Nidalee","Graves, Elise, Zilean, Kog'Maw, Braum","Trundle, Gragas, Varus, Corki, Morgana","Seraph,Crumbz,Ninja,Freeze,Hakuho","Balls,Rush,Jensen,Sneaky,Hai",56:56,95900,14,8,4,0,2,100900,10,9,2,3,0,-5000,4,-1,2,-3,2,NA-LCS-2016-Spring,70
2016-02-29,6.3,Immortals,Echo Fox,blue,,"Corki, Kayle, Lulu","Nidalee, Kog'Maw, Kalista","Pantheon, Gragas, Syndra, Ezreal, Soraka","Fiora, Elise, Twisted Fate, Lucian, Alistar","Huni,Reignover,Pobelter,WildTurtle,Adrian","kfo,Hard,Froggen,Keith,Big",25:39,53800,16,11,1,1,1,39800,4,4,0,0,1,14000,12,7,1,1,0,NA-LCS-2016-Spring,69
2016-02-28,6.3,Renegades,Team Dignitas,blue,,"Corki, Elise, Kindred","Kalista, Gangplank, Lulu","Graves, Nidalee, Lissandra, Lucian, Nautilus","Poppy, Gragas, Viktor, Kog'Maw, Braum","Seraph,Crumbz,AlexIch,Freeze,Hakuho","BillyBoss,Kirei,Shiphtur,Apollo,KiWiKiD",45:21,85500,13,9,2,1,2,81000,17,7,3,1,0,4500,-4,2,-1,0,2,NA-LCS-2016-Spring,68
2016-02-28,6.3,Team Liquid,Team SoloMid,blue,,"Braum, Fiora, Kalista","Nidalee, Kog'Maw, Corki","Nautilus, Lee Sin, Lulu, Lucian, Janna","Gangplank, Elise, Orianna, Ezreal, Alistar","Lourlo,Dardoch,Fenix,Piglet,Matt","Hauntzer,Svenskeren,Bjergsen,Doublelift,Yellowstar",29:28,61500,24,10,3,1,2,47100,4,2,0,0,0,14400,20,8,3,1,2,NA-LCS-2016-Spring,67
2016-02-28,6.3,Cloud9,Counter Logic Gaming,red,,"Kalista, Fiora, Gragas","Nidalee, Twisted Fate, Kog'Maw","Lulu, Lee Sin, LeBlanc, Lucian, Alistar","Jax, Udyr, Corki, Ezreal, Bard","Balls,Rush,Jensen,Sneaky,Hai","Darshan,Xmithie,Huhi,Stixxay,aphromoo",40:47,75600,23,5,3,2,0,80400,22,11,2,0,0,-4800,1,-6,1,2,0,NA-LCS-2016-Spring,66
2016-02-28,6.3,Team Impulse,NRG Esports,blue,,"Poppy, Gangplank, Braum","Corki, Fiora, Lulu","Nautilus, Nidalee, Viktor, Kalista, Bard","Tahm Kench, Gragas, Orianna, Kog'Maw, Janna","Feng,Procxin,Pirean,Mash,Gate","Impact,Moon,GBM,LOD,KonKwon",39:10,72200,15,10,4,2,3,58900,8,3,1,0,0,13300,7,7,3,2,3,NA-LCS-2016-Spring,65
2016-02-27,6.3,Cloud9,Team Dignitas,blue,,"Lulu, Kalista, Corki","Gangplank, Nidalee, Kog'Maw","Pantheon, Gragas, LeBlanc, Lucian, Morgana","Fiora, Elise, Ahri, Ezreal, Alistar","Balls,Rush,Jensen,Sneaky,Hai","BillyBoss,Kirei,Shiphtur,Apollo,KiWiKiD",28:53,60300,24,9,3,1,0,42600,4,2,0,0,0,17700,20,7,3,1,0,NA-LCS-2016-Spring,64
2016-02-27,6.3,NRG Esports,Renegades,blue,,"Lulu, Corki, Gragas","Nidalee, Gangplank, Kindred","Poppy, Elise, Zilean, Kog'Maw, Janna","Fiora, Rek'Sai, Viktor, Kalista, Braum","Impact,Moon,GBM,LOD,KonKwon","Seraph,Crumbz,AlexIch,Freeze,Hakuho",29:48,52800,7,10,4,1,0,49300,2,5,0,0,2,3500,5,5,4,1,-2,NA-LCS-2016-Spring,63
2016-02-27,6.3,Immortals,Counter Logic Gaming,red,,"Kalista, Lulu, Corki","Nidalee, Kog'Maw, Twisted Fate","Quinn, Gragas, Lux, Lucian, Soraka","Fiora, Udyr, LeBlanc, Ezreal, Bard","Huni,Reignover,Pobelter,WildTurtle,Adrian","Darshan,Xmithie,Huhi,Stixxay,aphromoo",42:19,75500,11,4,2,1,0,77000,10,8,3,1,1,-1500,1,-4,-1,0,-1,NA-LCS-2016-Spring,62
2016-02-27,6.3,Echo Fox,Team SoloMid,red,,"Kog'Maw, Twisted Fate, Fiora","Kayle, Nidalee, Lulu","Malphite, Gragas, Corki, Lucian, Braum","Nautilus, Elise, Orianna, Kalista, Alistar","kfo,Hard,Froggen,Keith,Big","Hauntzer,Svenskeren,Bjergsen,Doublelift,Yellowstar",30:28,44300,2,2,0,0,0,59300,11,11,3,1,1,-15000,-9,-9,-3,-1,-1,NA-LCS-2016-Spring,61
2016-02-27,6.3,Team Impulse,Team Liquid,red,,"Poppy, Gragas, Lulu","Graves, Braum, Kalista","Malphite, Nidalee, Twisted Fate, Lucian, Bard","Nautilus, Lee Sin, Corki, Kog'Maw, Janna","Feng,Procxin,Pirean,Mash,Gate","Lourlo,Dardoch,Fenix,Piglet,Matt",27:04,41100,4,1,0,0,0,54900,18,9,3,1,2,-13800,-14,-8,-3,-1,-2,NA-LCS-2016-Spring,60
2016-02-22,6.3,Team Liquid,Immortals,red,,"Fiora, Gangplank, Soraka","Nidalee, Kog'Maw, Lulu","Poppy, Udyr, Zilean, Caitlyn, Alistar","Quinn, Gragas, Twisted Fate, Kalista, Janna","Lourlo,Dardoch,Fenix,Piglet,Matt","Huni,Reignover,Pobelter,WildTurtle,Adrian",27:13,39100,4,0,2,0,0,58700,16,10,1,1,2,-19600,-12,-10,1,-1,-2,NA-LCS-2016-Spring,59
2016-02-21,6.3,Team Impulse,Echo Fox,red,,"Malphite, Kalista, Fiora","Graves, Kog'Maw, Nidalee","Poppy, Elise, Lulu, Corki, Braum","Kayle, Gragas, Gangplank, Lucian, Alistar","Feng,Procxin,Pirean,Mash,Gate","kfo,Hard,Froggen,Keith,Big",32:21,51600,3,2,1,0,0,65200,12,11,3,1,1,-13600,-9,-9,-2,-1,-1,NA-LCS-2016-Spring,58
2016-02-21,6.3,NRG Esports,Cloud9,red,,"Gangplank, Malphite, Kalista","Fiora, Kog'Maw, Nidalee","Nautilus, Graves, Karma, Ezreal, Alistar","Lulu, Lee Sin, Twisted Fate, Lucian, Morgana","Impact,Moon,GBM,Altec,KonKwon","Balls,Rush,Jensen,Sneaky,Hai",38:10,60600,14,3,1,1,0,74000,20,8,3,1,2,-13400,-6,-5,-2,0,-2,NA-LCS-2016-Spring,57
2016-02-21,6.3,Team Dignitas,Team SoloMid,blue,,"Fiora, Kalista, Gangplank","Elise, Nidalee, Kog'Maw","Malphite, Kindred, Corki, Lucian, Alistar","Quinn, Gragas, Lulu, Caitlyn, Braum","BillyBoss,Kirei,Shiphtur,Apollo,KiWiKiD","Hauntzer,Svenskeren,Bjergsen,Doublelift,Yellowstar",36:43,68100,13,10,1,2,1,59700,8,5,2,0,0,8400,5,5,-1,2,1,NA-LCS-2016-Spring,56
2016-02-21,6.3,Renegades,Counter Logic Gaming,red,,"Fiora, LeBlanc, Nidalee","Kalista, Kog'Maw, Lulu","Gangplank, Rek'Sai, Karma, Lucian, Braum","Pantheon, Gragas, Corki, Ezreal, Bard","RF Legendary,Crumbz,AlexIch,Freeze,Hakuho","Darshan,Xmithie,Huhi,Stixxay,aphromoo",30:02,48600,8,3,0,0,1,60400,19,10,3,1,1,-11800,-11,-7,-3,-1,0,NA-LCS-2016-Spring,55
2016-02-20,6.3,Team Liquid,Echo Fox,red,,"LeBlanc, Kayle, Gangplank","Kog'Maw, Kalista, Nidalee","Poppy, Gragas, Syndra, Ezreal, Alistar","Nautilus, Elise, Corki, Lucian, Braum","Lourlo,Dardoch,Fenix,Piglet,Matt","kfo,Hard,Froggen,Keith,Big",57:58,101500,13,6,2,0,0,104700,17,8,4,2,1,-3200,-4,-2,-2,-2,-1,NA-LCS-2016-Spring,54
2016-02-20,6.3,Counter Logic Gaming,Team Impulse,blue,,"Graves, Nautilus, Kog'Maw","Kalista, Fiora, Lulu","Poppy, Nidalee, LeBlanc, Corki, Braum","Gangplank, Nocturne, Lissandra, Lucian, Alistar","Darshan,Xmithie,Huhi,Stixxay,aphromoo","Feng,Procxin,Pirean,Mash,Gate",25:28,54300,14,11,3,1,2,38400,4,3,0,0,1,15900,10,8,3,1,1,NA-LCS-2016-Spring,53
2016-02-20,6.3,Team SoloMid,Cloud9,red,,"Nidalee, Orianna, Malphite","Lulu, Fiora, Lissandra","Poppy, Gragas, LeBlanc, Kog'Maw, Braum","Gangplank, Lee Sin, Twisted Fate, Kalista, Soraka","Hauntzer,Svenskeren,Bjergsen,Doublelift,Yellowstar","Balls,Rush,Jensen,Sneaky,Hai",46:50,83100,20,9,3,1,1,93000,26,7,1,1,1,-9900,-6,2,2,0,0,NA-LCS-2016-Spring,52
2016-02-20,6.3,Renegades,Immortals,red,,"Fiora, Nidalee, Gangplank","Kalista, Kog'Maw, Lulu","Malphite, Gragas, Orianna, Caitlyn, Braum","Ekko, Rumble, Lux, Lucian, Soraka","RF Legendary,Crumbz,AlexIch,Freeze,Hakuho","Huni,Reignover,Pobelter,WildTurtle,Adrian",32:05,55400,13,5,0,0,1,64100,14,10,2,1,0,-8700,-1,-5,-2,-1,1,NA-LCS-2016-Spring,51
2016-02-20,6.3,NRG Esports,Team Dignitas,blue,,"Corki, Elise, Malphite","Fiora, Gangplank, Kog'Maw","Poppy, Nidalee, Karma, Ezreal, Alistar","Trundle, Kindred, Lulu, Kalista, Bard","Impact,Moon,GBM,Altec,KonKwon","BillyBoss,Kirei,Shiphtur,Apollo,KiWiKiD",27:06,50000,8,10,2,1,0,40300,2,4,1,0,1,9700,6,6,1,1,-1,NA-LCS-2016-Spring,50
2016-02-14,6.2,Team Dignitas,Team Impulse,red,,"Alistar, Gangplank, Lulu","Elise, Kalista, Fiora","Poppy, Nidalee, Viktor, Lucian, Braum","Graves, Rek'Sai, Ryze, Corki, Bard","BillyBoss,Kirei,Shiphtur,Apollo,KiWiKiD","Feng,Procxin,Pirean,Mash,Gate",45:32,73800,7,3,2,0,0,84400,16,9,4,1,2,-10600,-9,-6,-2,-1,-2,NA-LCS-2016-Spring,49
2016-02-14,6.2,Team Liquid,Renegades,blue,,"Ryze, Braum, Draven","Nidalee, Bard, Poppy","Nautilus, Graves, Corki, Ezreal, Thresh","Malphite, Elise, LeBlanc, Kalista, Alistar","Lourlo,Dardoch,Fenix,Piglet,Matt","Flaresz,Crumbz,AlexIch,Freeze,Hakuho",32:34,65400,18,9,4,1,1,48500,2,1,0,0,1,16900,16,8,4,1,0,NA-LCS-2016-Spring,48
2016-02-14,6.2,Immortals,Cloud9,blue,,"Poppy, Corki, Gangplank","Soraka, Lulu, Janna","Quinn, Nidalee, Lux, Kalista, Braum","Malphite, Lee Sin, Viktor, Jhin, Alistar","Huni,Reignover,Pobelter,WildTurtle,Adrian","Balls,Rush,Jensen,Sneaky,Hai",29:42,65100,28,11,2,1,1,47600,16,1,0,0,0,17500,12,10,2,1,1,NA-LCS-2016-Spring,47
2016-02-14,6.2,Counter Logic Gaming,Team SoloMid,red,,"Zilean, Nidalee, Lulu","Poppy, Gangplank, Corki","Ryze, Rek'Sai, Viktor, Ashe, Morgana","Fiora, Graves, Lissandra, Kalista, Alistar","Darshan,Xmithie,Huhi,Stixxay,aphromoo","Hauntzer,Svenskeren,Bjergsen,Doublelift,Yellowstar",28:49,44500,5,2,1,0,0,59700,21,11,1,0,2,-15200,-16,-9,0,0,-2,NA-LCS-2016-Spring,46
2016-02-14,6.2,Echo Fox,NRG Esports,blue,,"Ryze, Zed, Nidalee","Alistar, Kalista, Thresh","Malphite, Graves, Corki, Caitlyn, Janna","Maokai, Evelynn, Gangplank, Lucian, Braum","kfo,Hard,Froggen,Keith,Big","Impact,Moon,GBM,Altec,KonKwon",33:23,62700,15,11,2,1,0,50800,2,3,2,0,1,11900,13,8,0,1,-1,NA-LCS-2016-Spring,45
2016-02-13,6.2,Immortals,Team Dignitas,blue,,"Poppy, Corki, Graves","Nidalee, Lulu, Fiora","Gangplank, Rek'Sai, Lux, Kalista, Soraka","Quinn, Elise, Ahri, Lucian, Janna","Huni,Reignover,Pobelter,WildTurtle,Adrian","BillyBoss,Kirei,Shiphtur,Apollo,KiWiKiD",26:31,57400,15,10,0,1,1,40900,7,2,1,0,0,16500,8,8,-1,1,1,NA-LCS-2016-Spring,44
2016-02-13,6.2,Team Impulse,Team SoloMid,red,,"Syndra, Kalista, Lulu","Poppy, Gangplank, Nidalee","Nautilus, Graves, LeBlanc, Ezreal, Bard","Fiora, Kindred, Zilean, Corki, Alistar","Feng,Procxin,Pirean,Mash,Gate","Hauntzer,Svenskeren,Bjergsen,Doublelift,Yellowstar",31:07,46000,6,4,1,0,0,59600,11,11,2,1,1,-13600,-5,-7,-1,-1,-1,NA-LCS-2016-Spring,43
2016-02-13,6.2,Cloud9,Team Liquid,blue,,"Elise, Lulu, Poppy","Nidalee, Gangplank, Jhin","Malphite, Nunu, Corki, Lucian, Morgana","Quinn, Rek'Sai, Twisted Fate, Kalista, Alistar","Balls,Rush,Jensen,Sneaky,Hai","Lourlo,Dardoch,Fenix,Piglet,Matt",29:02,56100,15,9,2,1,1,45700,6,3,1,0,1,10400,9,6,1,1,0,NA-LCS-2016-Spring,42
2016-02-13,6.2,NRG Esports,Counter Logic Gaming,red,,"Ryze, Kalista, Graves","Gangplank, Poppy, Nidalee","Malphite, Kindred, Corki, Ezreal, Braum","Fiora, Elise, LeBlanc, Lucian, Morgana","Impact,Moon,GBM,Altec,KonKwon","Darshan,Xmithie,Huhi,Stixxay,aphromoo",42:35,71000,8,6,1,1,0,79100,12,9,4,0,1,-8100,-4,-3,-3,1,-1,NA-LCS-2016-Spring,41
2016-02-13,6.2,Echo Fox,Renegades,blue,,"Ryze, Braum, Zed","Nidalee, LeBlanc, Twisted Fate","Malphite, Elise, Corki, Caitlyn, Alistar","Quinn, Rek'Sai, Lulu, Kalista, Poppy","kfo,Hard,Froggen,Keith,Big","Flaresz,Crumbz,AlexIch,Freeze,Hakuho",31:26,58300,12,11,3,1,2,48900,4,4,0,0,0,9400,8,7,3,1,2,NA-LCS-2016-Spring,40
2016-02-07,6.2,Team Dignitas,Echo Fox,blue,,"Alistar, Fiora, Gangplank",nan,"Trundle, Nidalee, Lulu, Lucian, Bard","Ryze, Elise, Corki, Kalista, Poppy","BillyBoss,Kirei,Shiphtur,Apollo,KiWiKiD","Solo,Hard,Goldenglue,LOD,Stunt",43:21,77900,18,8,3,0,1,75900,10,6,2,2,1,2000,8,2,1,-2,0,NA-LCS-2016-Spring,39
2016-02-07,6.2,Team Impulse,Counter Logic Gaming,red,,"Poppy, Fiora, Gangplank","Nidalee, Graves, Alistar","Quinn, Elise, Corki, Lucian, Bard","Ryze, Rek'Sai, Zed, Kalista, Lulu","Feng,Procxin,Pirean,Mash,Gate","Darshan,Xmithie,Huhi,Stixxay,aphromoo",23:51,34800,3,2,0,0,0,47300,16,9,1,0,1,-12500,-13,-7,-1,0,-1,NA-LCS-2016-Spring,38
2016-02-07,6.2,Renegades,Team SoloMid,red,,"Gangplank, Twisted Fate, Graves","Poppy, Zilean, Lissandra","Ryze, Nidalee, Orianna, Draven, Braum","Fiora, Kindred, Lulu, Kalista, Alistar","Flaresz,Crumbz,AlexIch,Freeze,Hakuho","Hauntzer,Svenskeren,Bjergsen,Doublelift,Yellowstar",38:35,72400,18,7,2,1,1,81200,28,10,2,2,0,-8800,-10,-3,0,-1,1,NA-LCS-2016-Spring,37
2016-02-07,6.2,Cloud9,NRG Esports,blue,,"Corki, Elise, Graves","Alistar, Nidalee, Ryze","Poppy, Nunu, Orianna, Kalista, Morgana","Gangplank, Rek'Sai, Zilean, Lucian, Janna","Balls,Rush,Jensen,Sneaky,Hai","Impact,Moon,GBM,Altec,KonKwon",29:41,59100,14,11,4,1,2,45600,3,3,0,0,0,13500,11,8,4,1,2,NA-LCS-2016-Spring,36
2016-02-07,6.2,Immortals,Team Liquid,blue,,"Poppy, Nidalee, Graves","Quinn, Gangplank, Fiora","Ekko, Rek'Sai, Lulu, Caitlyn, Janna","Maokai, Elise, Corki, Kalista, Alistar","Huni,Reignover,Pobelter,WildTurtle,Adrian","Lourlo,Dardoch,Fenix,Piglet,Matt",28:20,57200,14,9,1,1,1,42800,5,3,1,0,0,14400,9,6,0,1,1,NA-LCS-2016-Spring,35
2016-02-06,6.2,NRG Esports,Team Impulse,blue,,"Alistar, Lulu, Ryze","Gangplank, Poppy, Janna","Malphite, Rek'Sai, LeBlanc, Corki, Bard","Graves, Nidalee, Lissandra, Ezreal, Morgana","Impact,Moon,GBM,Altec,KonKwon","Feng,Procxin,Pirean,Mash,Gate",40:23,77400,20,9,2,2,0,66700,14,5,3,0,1,10700,6,4,-1,2,-1,NA-LCS-2016-Spring,34
2016-02-06,6.2,Team SoloMid,Echo Fox,blue,,"Gangplank, Lissandra, Nidalee","Corki, Lulu, Quinn","Poppy, Graves, Syndra, Lucian, Alistar","Trundle, Elise, Lux, Kalista, Thresh","Hauntzer,Svenskeren,Bjergsen,Doublelift,Yellowstar","Solo,Hard,Goldenglue,Keith,Big",38:44,69800,11,9,2,1,0,59600,6,4,1,0,1,10200,5,5,1,1,-1,NA-LCS-2016-Spring,33
2016-02-06,6.2,Counter Logic Gaming,Immortals,red,,"Quinn, Lissandra, Gangplank","Corki, Poppy, Lulu","Ryze, Graves, Zilean, Lucian, Braum","Cho'Gath, Nidalee, Lux, Kalista, Soraka","Darshan,Xmithie,Huhi,Stixxay,aphromoo","Huni,Reignover,Pobelter,WildTurtle,Adrian",32:24,51300,8,4,1,0,1,68100,18,10,3,1,1,-16800,-10,-6,-2,-1,0,NA-LCS-2016-Spring,32
2016-02-06,6.2,Cloud9,Renegades,blue,,"Kalista, Elise, Corki","Alistar, Graves, Gangplank","Fiora, Nidalee, Orianna, Lucian, Morgana","Quinn, Rek'Sai, Ryze, Caitlyn, Poppy","Balls,Rush,Jensen,Sneaky,Hai","RF Legendary,Crumbz,AlexIch,Freeze,Hakuho",19:42,41600,13,9,2,0,0,27700,1,1,0,0,0,13900,12,8,2,0,0,NA-LCS-2016-Spring,31
2016-02-06,6.2,Team Liquid,Team Dignitas,blue,,"Elise, Kindred, Fiora","Ryze, Gangplank, Corki","Poppy, Nidalee, Lissandra, Caitlyn, Bard","Trundle, Graves, Lulu, Lucian, Alistar","Lourlo,Dardoch,Fenix,Piglet,Matt","BillyBoss,Kirei,Shiphtur,Apollo,KiWiKiD",30:28,62800,18,11,4,1,2,43600,1,2,0,0,0,19200,17,9,4,1,2,NA-LCS-2016-Spring,30
2016-01-31,6.1,Counter Logic Gaming,Renegades,blue,,"Kalista, Tahm Kench, Graves","Lissandra, Poppy, Fiora","Gangplank, Rek'Sai, LeBlanc, Caitlyn, Morgana","Kennen, Elise, Corki, Lucian, Thresh","Darshan,Xmithie,Huhi,Stixxay,aphromoo","RF Legendary,Crumbz,AlexIch,Freeze,Remi",41:03,76700,14,9,3,1,0,63400,4,2,0,0,1,13300,10,7,3,1,-1,NA-LCS-2016-Spring,29
2016-01-31,6.1,Echo Fox,Immortals,red,,"Corki, Poppy, Lissandra","Tahm Kench, Lulu, Graves","Fiora, Lee Sin, Gangplank, Kalista, Alistar","Quinn, Elise, Syndra, Lucian, Janna","Solo,Grigne,Goldenglue,Keith,Big","Huni,Reignover,Pobelter,WildTurtle,Adrian",19:38,26700,1,1,0,0,0,42500,13,8,1,0,2,-15800,-12,-7,-1,0,-2,NA-LCS-2016-Spring,28
2016-01-31,6.1,Team Dignitas,Cloud9,red,,"Alistar, Ryze, Tahm Kench","Bard, Elise, Lulu","Poppy, Graves, LeBlanc, Kalista, Thresh","Lissandra, Nidalee, Gangplank, Corki, Morgana","BillyBoss,Kirei,Shiphtur,Apollo,KiWiKiD","Balls,Rush,Jensen,Sneaky,Hai",30:29,49700,9,3,1,0,0,57800,9,7,2,1,0,-8100,0,-4,-1,-1,0,NA-LCS-2016-Spring,27
2016-01-31,6.1,NRG Esports,Team SoloMid,blue,,"Lulu, Corki, Lissandra","Gangplank, Alistar, Tahm Kench","Poppy, Rek'Sai, Zilean, Lucian, Janna","Graves, Elise, Viktor, Caitlyn, Braum","Impact,Moon,GBM,Altec,KonKwon","Hauntzer,Svenskeren,Bjergsen,Doublelift,Yellowstar",31:42,60100,19,9,1,1,0,47500,0,3,2,0,0,12600,19,6,-1,1,0,NA-LCS-2016-Spring,26
2016-01-31,6.1,Team Liquid,Team Impulse,blue,,"Fiora, Gangplank, Nidalee","Bard, Caitlyn, Lulu","Tahm Kench, Graves, Lux, Lucian, Morgana","Ryze, Elise, Varus, Kalista, Alistar","Lourlo,Dardoch,Fenix,Piglet,Matt","Seraph,Procxin,Pirean,Mash,Gate",30:21,59100,13,8,1,1,0,53300,15,5,1,0,1,5800,-2,3,0,1,-1,NA-LCS-2016-Spring,25
2016-01-30,6.1,Immortals,Renegades,blue,,"Kalista, Tahm Kench, Lulu","Fiora, Janna, Quinn","Graves, Poppy, Viktor, Lucian, Soraka","Trundle, Nidalee, Corki, Ezreal, Alistar","Huni,Reignover,Pobelter,WildTurtle,Adrian","RF Legendary,Crumbz,AlexIch,Ohq,Remi",29:06,58000,16,10,2,0,2,44400,5,3,0,0,0,13600,11,7,2,0,2,NA-LCS-2016-Spring,24
2016-01-30,6.1,Counter Logic Gaming,Echo Fox,blue,,"Tahm Kench, Poppy, Graves","Gangplank, Lissandra, Lulu","Fiora, Rek'Sai, Corki, Kalista, Morgana","Trundle, Elise, Viktor, Ezreal, Alistar","Darshan,Xmithie,Huhi,Stixxay,aphromoo","Solo,Grigne,Goldenglue,Keith,Big",32:57,62700,7,10,3,1,1,47500,2,2,0,0,0,15200,5,8,3,1,1,NA-LCS-2016-Spring,23
2016-01-30,6.1,Team Liquid,NRG Esports,blue,,"Fiora, Gangplank, Nidalee","Lulu, Corki, Graves","Poppy, Rek'Sai, Lux, Caitlyn, Bard","Trundle, Elise, Viktor, Kalista, Alistar","Lourlo,Dardoch,Fenix,Piglet,Matt","Impact,Moon,GBM,Altec,KonKwon",34:34,70000,20,9,2,1,2,52500,7,1,1,0,0,17500,13,8,1,1,2,NA-LCS-2016-Spring,22
2016-01-30,6.1,Cloud9,Team SoloMid,red,,"Poppy, Lulu, Elise","Gangplank, Alistar, Graves","Tahm Kench, Nidalee, Corki, Tristana, Braum","Lissandra, Rek'Sai, Viktor, Lucian, Janna","Balls,Rush,Jensen,Sneaky,Hai","Hauntzer,Svenskeren,Bjergsen,Doublelift,Yellowstar",28:18,49400,5,7,1,1,1,52700,13,10,1,0,0,-3300,-8,-3,0,1,1,NA-LCS-2016-Spring,21
2016-01-30,6.1,Team Impulse,Team Dignitas,blue,,Elise,"Gangplank, Graves, Ryze","Fiora, Rek'Sai, Lulu, Lucian, Alistar","Poppy, Rengar, Corki, Kalista, Morgana","Seraph,Procxin,Pirean,Mash,Gate","BillyBoss,Kirei,Shiphtur,Apollo,KiWiKiD",26:59,51100,12,7,1,1,0,49300,7,7,1,0,0,1800,5,0,0,1,0,NA-LCS-2016-Spring,20
2016-01-25,6.1,Renegades,Team Impulse,red,,"Lulu, Lissandra, Lucian","Thresh, Tahm Kench, Graves","Shen, Elise, Ahri, Kalista, Morgana","Gangplank, Nidalee, Varus, Corki, Alistar","RF Legendary,Crumbz,AlexIch,LOD,Remi","Gate,Procxin,Pirean,Mash,Ken",41:54,71700,13,5,1,1,1,80200,17,11,4,0,0,-8500,-4,-6,-3,1,1,NA-LCS-2016-Spring,19
2016-01-24,6.1,Echo Fox,Team Liquid,red,,"Nidalee, Graves, Lulu","Poppy, Gangplank, Ryze","Tahm Kench, Rek'Sai, Lissandra, Kalista, Janna","Gnar, Elise, Cassiopeia, Caitlyn, Alistar","Solo,Grigne,Goldenglue,Keith,Big","Lourlo,Dardoch,Fenix,Piglet,Matt",48:20,81000,14,9,4,1,1,83300,10,8,2,2,1,-2300,4,1,2,-1,0,NA-LCS-2016-Spring,18
2016-01-24,6.1,Counter Logic Gaming,Cloud9,red,,"Tahm Kench, Lulu, Ryze","Lissandra, Corki, Bard","Gangplank, Elise, LeBlanc, Lucian, Trundle","Fiora, Graves, Viktor, Kalista, Alistar","Darshan,Xmithie,Huhi,Stixxay,aphromoo","Balls,Rush,Jensen,Sneaky,Hai",32:45,50000,8,1,0,0,0,62900,14,10,2,1,0,-12900,-6,-9,-2,-1,0,NA-LCS-2016-Spring,17
2016-01-24,6.1,NRG Esports,Immortals,red,,"Elise, Lulu, Fiora","Tahm Kench, Graves, Gangplank","Maokai, Nidalee, Varus, Corki, Alistar","Lissandra, Rengar, Zed, Lucian, Janna","Impact,Moon,GBM,Altec,KonKwon","Huni,Reignover,Pobelter,WildTurtle,Adrian",33:42,52400,5,4,1,0,1,65100,16,9,2,2,1,-12700,-11,-5,-1,-2,0,NA-LCS-2016-Spring,16
2016-01-24,6.1,Team SoloMid,Team Dignitas,blue,,"Elise, Ahri, Tahm Kench","Ryze, Gangplank, Fiora","Poppy, Graves, Syndra, Corki, Braum","Gnar, Rek'Sai, Lux, Ezreal, Alistar","Hauntzer,Svenskeren,Bjergsen,Doublelift,Yellowstar","BillyBoss,Kirei,Shiphtur,Apollo,KiWiKiD",28:32,56800,15,10,2,0,1,41300,2,1,1,0,0,15500,13,9,1,0,1,NA-LCS-2016-Spring,15
2016-01-23,6.1,Team Dignitas,Renegades,blue,,"Kalista, Dr. Mundo, Ryze","Fiora, Gangplank, Poppy","Tahm Kench, Elise, Ahri, Lucian, Alistar","Graves, Rek'Sai, Viktor, Corki, Thresh","BillyBoss,Kirei,Shiphtur,Apollo,KiWiKiD","RF Legendary,Crumbz,AlexIch,LOD,Remi",47:57,87100,14,9,1,1,0,79900,5,6,4,1,1,7200,9,3,-3,0,-1,NA-LCS-2016-Spring,14
2016-01-23,6.1,Team Liquid,Counter Logic Gaming,red,,"Poppy, Lissandra, Gangplank","Graves, Tahm Kench, Lulu","Shen, Rek'Sai, Ryze, Lucian, Bard","Fiora, Elise, Corki, Caitlyn, Alistar","Lourlo,Dardoch,Fenix,Piglet,Matt","Darshan,Xmithie,Huhi,Stixxay,aphromoo",31:50,49500,7,2,0,0,1,62200,15,11,3,1,1,-12700,-8,-9,-3,-1,0,NA-LCS-2016-Spring,13
2016-01-23,6.1,Team SoloMid,Immortals,red,,"Elise, Lulu, Ryze","Tahm Kench, Graves, Gangplank","Poppy, Lee Sin, Ahri, Caitlyn, Braum","Fiora, Olaf, Lissandra, Corki, Janna","Hauntzer,Svenskeren,Bjergsen,Doublelift,Yellowstar","Huni,Reignover,Pobelter,WildTurtle,Adrian",38:55,68600,13,6,1,0,1,75100,18,10,2,1,0,-6500,-5,-4,-1,-1,1,NA-LCS-2016-Spring,12
2016-01-23,6.1,Team Impulse,Cloud9,blue,,"Thresh, Tahm Kench, Alistar","Graves, Gangplank, Ryze","Lissandra, Lee Sin, Lulu, Lucian, Braum","Shen, Nidalee, Ezreal, Kalista, Trundle","Seraph,beibei,Gate,Mash,Ken","Balls,Rush,Jensen,Sneaky,Bunny FuFuu",35:12,67100,15,9,3,1,0,57100,5,3,0,0,0,10000,10,6,3,1,0,NA-LCS-2016-Spring,11
